order_id,order_date,customer_id,product_id,product_category,vendor_id,vendor_name,price,quantity,revenue
10083,2022-01-05,C1011,E193,Electronics,V002,Vendor B,459.22,4,1836.88
10084,2022-01-05,C1052,P207,Pharma,V004,Vendor D,96.25,5,481.25
10085,2022-01-05,C1027,P207,Pharma,V001,Vendor A,64.22,3,192.66
10086,2022-01-05,C1021,E138,Electronics,V001,Vendor A,448.55,5,2242.75
10087,2022-01-05,C1049,E169,Electronics,V004,Vendor D,216.82,1,216.82
10088,2022-01-05,C1036,P207,Pharma,V004,Vendor D,33.56,1,33.56
10089,2022-01-05,C1019,P261,Pharma,V003,Vendor C,94.89,2,189.78
10090,2022-01-05,C1027,P205,Pharma,V001,Vendor A,65.6,2,131.2
10091,2022-01-05,C1095,P255,Pharma,V001,Vendor A,40.33,2,80.66
10092,2022-01-05,C1006,P290,Pharma,V004,Vendor D,45.8,1,45.8
10093,2022-01-05,C1064,P290,Pharma,V002,Vendor B,76.2,5,381.0
10094,2022-01-05,C1007,P290,Pharma,V001,Vendor A,84.75,3,254.25
10095,2022-01-05,C1023,P205,Pharma,V001,Vendor A,89.37,5,446.85
10096,2022-01-05,C1086,E193,Electronics,V004,Vendor D,328.97,1,328.97
10097,2022-01-05,C1015,E199,Electronics,V002,Vendor B,429.4,1,429.4
10098,2022-01-05,C1074,E199,Electronics,V001,Vendor A,460.32,4,1841.28
10099,2022-01-05,C1079,P205,Pharma,V004,Vendor D,27.52,3,82.56
10100,2022-01-05,C1084,P290,Pharma,V003,Vendor C,32.4,5,162.0
10101,2022-01-06,C1033,P261,Pharma,V003,Vendor C,30.16,1,30.16
10102,2022-01-06,C1030,E169,Electronics,V004,Vendor D,245.04,4,980.16
10103,2022-01-06,C1016,E169,Electronics,V004,Vendor D,310.04,5,1550.2
10104,2022-01-06,C1040,E179,Electronics,V001,Vendor A,293.97,3,881.91
10105,2022-01-06,C1058,E199,Electronics,V001,Vendor A,196.46,2,392.92
10106,2022-01-06,C1009,E199,Electronics,V002,Vendor B,400.11,3,1200.33
10107,2022-01-06,C1064,P255,Pharma,V002,Vendor B,51.91,3,155.73
10108,2022-01-06,C1044,E179,Electronics,V002,Vendor B,410.41,2,820.82
10109,2022-01-06,C1047,E169,Electronics,V002,Vendor B,214.52,1,214.52
10110,2022-01-06,C1056,E199,Electronics,V003,Vendor C,293.13,2,586.26
10111,2022-01-06,C1078,P290,Pharma,V001,Vendor A,32.51,2,65.02
10112,2022-01-06,C1085,P290,Pharma,V003,Vendor C,72.82,5,364.1
10113,2022-01-06,C1084,P205,Pharma,V002,Vendor B,96.39,5,481.95
10114,2022-01-06,C1033,E179,Electronics,V001,Vendor A,296.86,4,1187.44
10115,2022-01-06,C1095,P290,Pharma,V002,Vendor B,48.48,5,242.4
10116,2022-01-06,C1034,P255,Pharma,V002,Vendor B,47.35,4,189.4
10117,2022-01-07,C1091,E169,Electronics,V002,Vendor B,211.37,2,422.74
10118,2022-01-07,C1087,P255,Pharma,V004,Vendor D,59.33,4,237.32
10119,2022-01-07,C1032,P205,Pharma,V001,Vendor A,57.17,5,285.85
10120,2022-01-07,C1081,P207,Pharma,V003,Vendor C,69.27,5,346.35
10121,2022-01-07,C1005,E179,Electronics,V003,Vendor C,165.86,2,331.72
10122,2022-01-07,C1098,P261,Pharma,V003,Vendor C,94.67,1,94.67
10123,2022-01-07,C1020,E138,Electronics,V004,Vendor D,389.39,2,778.78
10124,2022-01-07,C1071,P205,Pharma,V001,Vendor A,89.38,3,268.14
10125,2022-01-07,C1009,E193,Electronics,V001,Vendor A,351.42,2,702.84
10126,2022-01-07,C1047,P290,Pharma,V002,Vendor B,71.46,1,71.46
10127,2022-01-08,C1055,P261,Pharma,V001,Vendor A,36.53,5,182.65
10128,2022-01-08,C1039,E169,Electronics,V001,Vendor A,225.11,2,450.22
10129,2022-01-08,C1045,E193,Electronics,V002,Vendor B,183.06,3,549.18
10130,2022-01-08,C1085,P205,Pharma,V003,Vendor C,72.46,5,362.3
10131,2022-01-08,C1099,P290,Pharma,V004,Vendor D,74.53,2,149.06
10132,2022-01-08,C1079,P261,Pharma,V002,Vendor B,42.55,4,170.2
10133,2022-01-08,C1020,P261,Pharma,V004,Vendor D,75.74,5,378.7
10134,2022-01-08,C1003,P261,Pharma,V003,Vendor C,90.2,4,360.8
10135,2022-01-08,C1100,P207,Pharma,V002,Vendor B,84.28,1,84.28
10136,2022-01-08,C1034,E193,Electronics,V001,Vendor A,212.1,1,212.1
10137,2022-01-08,C1048,P205,Pharma,V004,Vendor D,99.24,4,396.96
10138,2022-01-08,C1028,P261,Pharma,V004,Vendor D,40.0,5,200.0
10139,2022-01-08,C1044,E169,Electronics,V002,Vendor B,300.15,5,1500.75
10140,2022-01-08,C1028,P205,Pharma,V002,Vendor B,39.06,1,39.06
10141,2022-01-08,C1051,P255,Pharma,V003,Vendor C,60.42,1,60.42
10142,2022-01-08,C1008,E169,Electronics,V003,Vendor C,463.43,1,463.43
10143,2022-01-08,C1082,E199,Electronics,V004,Vendor D,153.79,1,153.79
10144,2022-01-08,C1086,P290,Pharma,V003,Vendor C,27.3,4,109.2
10145,2022-01-08,C1003,E179,Electronics,V003,Vendor C,350.7,5,1753.5
10146,2022-01-08,C1022,E199,Electronics,V003,Vendor C,252.62,1,252.62
10147,2022-01-08,C1004,E179,Electronics,V004,Vendor D,385.38,4,1541.52
10148,2022-01-08,C1044,E169,Electronics,V004,Vendor D,427.05,1,427.05
10149,2022-01-09,C1077,P290,Pharma,V001,Vendor A,24.6,2,49.2
10150,2022-01-09,C1049,E199,Electronics,V002,Vendor B,407.96,5,2039.8
10151,2022-01-09,C1032,P205,Pharma,V004,Vendor D,76.47,4,305.88
10152,2022-01-09,C1000,P290,Pharma,V002,Vendor B,80.92,4,323.68
10153,2022-01-09,C1046,P207,Pharma,V001,Vendor A,28.09,5,140.45
10154,2022-01-09,C1085,P255,Pharma,V003,Vendor C,51.73,3,155.19
10155,2022-01-09,C1084,P205,Pharma,V003,Vendor C,31.73,5,158.65
10156,2022-01-09,C1064,E169,Electronics,V004,Vendor D,231.63,5,1158.15
10157,2022-01-09,C1041,P207,Pharma,V003,Vendor C,90.43,1,90.43
10158,2022-01-09,C1070,P261,Pharma,V002,Vendor B,67.35,4,269.4
10159,2022-01-09,C1053,E138,Electronics,V002,Vendor B,179.23,5,896.15
10160,2022-01-09,C1078,E199,Electronics,V003,Vendor C,345.44,3,1036.32
10161,2022-01-09,C1051,P290,Pharma,V001,Vendor A,92.51,3,277.53
10162,2022-01-09,C1038,E169,Electronics,V002,Vendor B,153.97,4,615.88
10163,2022-01-10,C1055,E199,Electronics,V003,Vendor C,437.98,1,437.98
10164,2022-01-10,C1059,P207,Pharma,V004,Vendor D,66.67,1,66.67
10165,2022-01-10,C1086,E193,Electronics,V004,Vendor D,250.0,1,250.0
10166,2022-01-10,C1094,E193,Electronics,V001,Vendor A,487.13,4,1948.52
10167,2022-01-10,C1036,E199,Electronics,V003,Vendor C,489.46,5,2447.3
10168,2022-01-10,C1011,E193,Electronics,V003,Vendor C,165.19,5,825.95
10169,2022-01-10,C1028,P261,Pharma,V002,Vendor B,93.53,4,374.12
10170,2022-01-10,C1003,P205,Pharma,V002,Vendor B,75.63,1,75.63
10171,2022-01-10,C1060,P290,Pharma,V001,Vendor A,33.3,1,33.3
10172,2022-01-10,C1058,P207,Pharma,V002,Vendor B,70.2,3,210.6
10173,2022-01-10,C1091,P207,Pharma,V004,Vendor D,93.22,2,186.44
10174,2022-01-10,C1051,E193,Electronics,V002,Vendor B,187.36,5,936.8
10175,2022-01-10,C1083,P205,Pharma,V001,Vendor A,35.05,2,70.1
10176,2022-01-10,C1099,P207,Pharma,V002,Vendor B,38.35,4,153.4
10177,2022-01-10,C1022,E199,Electronics,V004,Vendor D,276.12,4,1104.48
10178,2022-01-10,C1006,P290,Pharma,V002,Vendor B,75.85,1,75.85
10179,2022-01-10,C1015,P207,Pharma,V002,Vendor B,44.76,4,179.04
10180,2022-01-10,C1059,E199,Electronics,V003,Vendor C,389.66,5,1948.3
10181,2022-01-10,C1096,E138,Electronics,V004,Vendor D,468.82,5,2344.1
10182,2022-01-10,C1070,P207,Pharma,V002,Vendor B,53.33,5,266.65
10183,2022-01-10,C1095,P207,Pharma,V004,Vendor D,53.46,2,106.92
10184,2022-01-11,C1033,P261,Pharma,V003,Vendor C,82.21,2,164.42
10185,2022-01-11,C1098,P290,Pharma,V004,Vendor D,50.14,2,100.28
10186,2022-01-11,C1080,P261,Pharma,V003,Vendor C,97.59,3,292.77
10187,2022-01-11,C1056,P205,Pharma,V003,Vendor C,87.07,2,174.14
10188,2022-01-11,C1030,P255,Pharma,V003,Vendor C,53.19,1,53.19
10189,2022-01-11,C1040,E199,Electronics,V001,Vendor A,169.73,4,678.92
10190,2022-01-11,C1017,P261,Pharma,V002,Vendor B,62.75,5,313.75
10191,2022-01-11,C1049,P261,Pharma,V002,Vendor B,64.43,5,322.15
10192,2022-01-11,C1008,E138,Electronics,V004,Vendor D,480.67,2,961.34
10193,2022-01-11,C1042,P290,Pharma,V004,Vendor D,39.79,1,39.79
10194,2022-01-11,C1053,P205,Pharma,V002,Vendor B,96.32,5,481.6
10195,2022-01-11,C1053,E138,Electronics,V001,Vendor A,230.02,1,230.02
10196,2022-01-11,C1097,P290,Pharma,V004,Vendor D,48.65,2,97.3
10197,2022-01-11,C1061,P205,Pharma,V003,Vendor C,61.62,3,184.86
10198,2022-01-11,C1038,P207,Pharma,V004,Vendor D,44.62,1,44.62
10199,2022-01-11,C1068,E199,Electronics,V002,Vendor B,346.33,3,1038.99
10200,2022-01-11,C1062,P261,Pharma,V003,Vendor C,67.2,5,336.0
10201,2022-01-11,C1055,E138,Electronics,V001,Vendor A,373.78,3,1121.34
10202,2022-01-11,C1049,P255,Pharma,V004,Vendor D,92.25,4,369.0
10203,2022-01-11,C1092,P261,Pharma,V004,Vendor D,48.05,2,96.1
10204,2022-01-11,C1016,P290,Pharma,V001,Vendor A,51.38,3,154.14
10205,2022-01-12,C1050,P290,Pharma,V001,Vendor A,61.12,4,244.48
10206,2022-01-12,C1010,P207,Pharma,V002,Vendor B,88.99,5,444.95
10207,2022-01-12,C1059,E193,Electronics,V001,Vendor A,201.48,1,201.48
10208,2022-01-12,C1033,P207,Pharma,V003,Vendor C,81.51,4,326.04
10209,2022-01-12,C1027,E138,Electronics,V003,Vendor C,493.01,5,2465.05
10210,2022-01-12,C1043,P207,Pharma,V003,Vendor C,46.3,3,138.9
10211,2022-01-12,C1096,P207,Pharma,V003,Vendor C,39.21,3,117.63
10212,2022-01-12,C1010,P207,Pharma,V001,Vendor A,56.81,3,170.43
10213,2022-01-12,C1095,E199,Electronics,V001,Vendor A,213.66,1,213.66
10214,2022-01-12,C1044,P261,Pharma,V001,Vendor A,89.95,3,269.85
10215,2022-01-12,C1099,E179,Electronics,V001,Vendor A,490.59,5,2452.95
10216,2022-01-12,C1031,P261,Pharma,V001,Vendor A,37.91,5,189.55
10217,2022-01-12,C1079,E193,Electronics,V002,Vendor B,270.78,2,541.56
10218,2022-01-13,C1016,P207,Pharma,V001,Vendor A,62.75,4,251.0
10219,2022-01-13,C1072,P261,Pharma,V004,Vendor D,91.54,1,91.54
10220,2022-01-13,C1089,P255,Pharma,V003,Vendor C,75.23,1,75.23
10221,2022-01-13,C1021,P290,Pharma,V001,Vendor A,83.95,1,83.95
10222,2022-01-13,C1099,P261,Pharma,V003,Vendor C,93.67,5,468.35
10223,2022-01-13,C1013,P290,Pharma,V001,Vendor A,42.15,1,42.15
10224,2022-01-13,C1039,P290,Pharma,V004,Vendor D,67.78,4,271.12
10225,2022-01-13,C1050,P261,Pharma,V001,Vendor A,80.8,2,161.6
10226,2022-01-13,C1075,E193,Electronics,V001,Vendor A,171.82,3,515.46
10227,2022-01-13,C1089,P255,Pharma,V001,Vendor A,77.07,3,231.21
10228,2022-01-13,C1072,E179,Electronics,V003,Vendor C,187.51,2,375.02
10229,2022-01-13,C1068,P207,Pharma,V003,Vendor C,51.77,1,51.77
10230,2022-01-13,C1008,E199,Electronics,V003,Vendor C,213.8,1,213.8
10231,2022-01-13,C1001,P207,Pharma,V004,Vendor D,36.92,2,73.84
10232,2022-01-13,C1013,E138,Electronics,V003,Vendor C,231.63,5,1158.15
10233,2022-01-14,C1081,P207,Pharma,V002,Vendor B,71.91,2,143.82
10234,2022-01-14,C1055,E193,Electronics,V003,Vendor C,337.99,2,675.98
10235,2022-01-14,C1078,P290,Pharma,V004,Vendor D,65.16,2,130.32
10236,2022-01-14,C1059,P207,Pharma,V003,Vendor C,47.0,4,188.0
10237,2022-01-14,C1041,P261,Pharma,V001,Vendor A,68.6,3,205.8
10238,2022-01-14,C1035,P207,Pharma,V002,Vendor B,98.92,5,494.6
10239,2022-01-14,C1096,P207,Pharma,V004,Vendor D,38.98,5,194.9
10240,2022-01-14,C1043,E179,Electronics,V004,Vendor D,447.79,1,447.79
10241,2022-01-14,C1041,P261,Pharma,V004,Vendor D,61.96,5,309.8
10242,2022-01-14,C1027,E169,Electronics,V003,Vendor C,499.04,2,998.08
10243,2022-01-14,C1043,E169,Electronics,V003,Vendor C,489.31,4,1957.24
10244,2022-01-14,C1071,P205,Pharma,V002,Vendor B,59.26,3,177.78
10245,2022-01-14,C1010,P261,Pharma,V004,Vendor D,77.48,3,232.44
10246,2022-01-14,C1062,P290,Pharma,V002,Vendor B,42.4,4,169.6
10247,2022-01-14,C1088,E138,Electronics,V004,Vendor D,215.47,4,861.88
10248,2022-01-14,C1057,P205,Pharma,V001,Vendor A,35.96,4,143.84
10249,2022-01-14,C1037,P261,Pharma,V004,Vendor D,62.39,1,62.39
10250,2022-01-14,C1088,P261,Pharma,V003,Vendor C,81.42,5,407.1
10251,2022-01-14,C1084,P290,Pharma,V003,Vendor C,94.56,5,472.8
10252,2022-01-14,C1060,P290,Pharma,V003,Vendor C,67.51,2,135.02
10253,2022-01-14,C1054,P290,Pharma,V003,Vendor C,63.89,2,127.78
10254,2022-01-15,C1045,E138,Electronics,V003,Vendor C,150.95,1,150.95
10255,2022-01-15,C1039,P255,Pharma,V002,Vendor B,57.85,3,173.55
10256,2022-01-15,C1015,P261,Pharma,V003,Vendor C,88.06,4,352.24
10257,2022-01-15,C1015,E199,Electronics,V002,Vendor B,292.98,5,1464.9
10258,2022-01-15,C1024,P261,Pharma,V004,Vendor D,95.07,4,380.28
10259,2022-01-15,C1035,P290,Pharma,V003,Vendor C,25.32,4,101.28
10260,2022-01-15,C1012,E193,Electronics,V003,Vendor C,198.92,1,198.92
10261,2022-01-15,C1029,E169,Electronics,V002,Vendor B,220.57,3,661.71
10262,2022-01-15,C1038,E179,Electronics,V002,Vendor B,215.24,3,645.72
10263,2022-01-15,C1035,P205,Pharma,V001,Vendor A,70.7,4,282.8
10264,2022-01-15,C1070,P255,Pharma,V002,Vendor B,90.18,1,90.18
10265,2022-01-15,C1081,P207,Pharma,V001,Vendor A,85.33,3,255.99
10266,2022-01-15,C1001,E199,Electronics,V003,Vendor C,255.48,1,255.48
10267,2022-01-15,C1060,P207,Pharma,V004,Vendor D,48.43,2,96.86
10268,2022-01-15,C1043,E193,Electronics,V001,Vendor A,467.27,3,1401.81
10269,2022-01-15,C1032,P207,Pharma,V001,Vendor A,54.52,3,163.56
10270,2022-01-15,C1008,P207,Pharma,V004,Vendor D,46.79,4,187.16
10271,2022-01-15,C1009,E199,Electronics,V001,Vendor A,323.4,3,970.2
10272,2022-01-15,C1019,E193,Electronics,V003,Vendor C,499.19,1,499.19
10273,2022-01-15,C1010,P261,Pharma,V001,Vendor A,76.56,3,229.68
10274,2022-01-15,C1071,P207,Pharma,V002,Vendor B,22.68,2,45.36
10275,2022-01-15,C1099,P290,Pharma,V004,Vendor D,59.52,2,119.04
10276,2022-01-15,C1057,P207,Pharma,V003,Vendor C,28.23,5,141.15
10277,2022-01-15,C1075,E138,Electronics,V003,Vendor C,309.95,4,1239.8
10278,2022-01-15,C1072,E199,Electronics,V001,Vendor A,338.95,5,1694.75
10279,2022-01-16,C1078,P205,Pharma,V002,Vendor B,20.98,3,62.94
10280,2022-01-16,C1080,P261,Pharma,V003,Vendor C,65.24,2,130.48
10281,2022-01-16,C1084,P205,Pharma,V002,Vendor B,67.92,4,271.68
10282,2022-01-16,C1030,P261,Pharma,V001,Vendor A,96.73,2,193.46
10283,2022-01-16,C1020,P205,Pharma,V004,Vendor D,32.27,5,161.35
10284,2022-01-16,C1057,P290,Pharma,V004,Vendor D,68.92,4,275.68
10285,2022-01-16,C1037,P205,Pharma,V002,Vendor B,94.57,4,378.28
10286,2022-01-16,C1036,E169,Electronics,V004,Vendor D,426.53,5,2132.65
10287,2022-01-16,C1009,P261,Pharma,V003,Vendor C,81.7,2,163.4
10288,2022-01-16,C1100,P290,Pharma,V002,Vendor B,53.93,5,269.65
10289,2022-01-16,C1054,P205,Pharma,V002,Vendor B,94.05,1,94.05
10290,2022-01-16,C1082,E193,Electronics,V003,Vendor C,494.69,4,1978.76
10291,2022-01-16,C1018,P205,Pharma,V001,Vendor A,46.57,3,139.71
10292,2022-01-16,C1021,E169,Electronics,V003,Vendor C,282.76,5,1413.8
10293,2022-01-16,C1056,P205,Pharma,V004,Vendor D,36.45,1,36.45
10294,2022-01-16,C1088,E169,Electronics,V004,Vendor D,361.3,3,1083.9
10295,2022-01-17,C1034,P290,Pharma,V004,Vendor D,93.84,2,187.68
10296,2022-01-17,C1056,P205,Pharma,V001,Vendor A,79.0,1,79.0
10297,2022-01-17,C1055,P255,Pharma,V003,Vendor C,22.63,3,67.89
10298,2022-01-17,C1003,P205,Pharma,V002,Vendor B,39.86,1,39.86
10299,2022-01-17,C1086,E199,Electronics,V001,Vendor A,296.62,1,296.62
10300,2022-01-17,C1097,P255,Pharma,V001,Vendor A,82.44,3,247.32
10301,2022-01-17,C1097,P261,Pharma,V004,Vendor D,21.05,5,105.25
10302,2022-01-17,C1066,P207,Pharma,V003,Vendor C,34.24,4,136.96
10303,2022-01-17,C1023,P290,Pharma,V004,Vendor D,31.89,4,127.56
10304,2022-01-17,C1081,E138,Electronics,V001,Vendor A,214.56,1,214.56
10305,2022-01-17,C1060,E169,Electronics,V004,Vendor D,289.06,3,867.18
10306,2022-01-17,C1042,P255,Pharma,V001,Vendor A,83.98,5,419.9
10307,2022-01-17,C1020,P255,Pharma,V004,Vendor D,22.92,3,68.76
10308,2022-01-17,C1088,P207,Pharma,V003,Vendor C,43.52,3,130.56
10309,2022-01-17,C1084,P207,Pharma,V001,Vendor A,61.95,4,247.8
10310,2022-01-17,C1058,P205,Pharma,V003,Vendor C,52.06,3,156.18
10311,2022-01-17,C1032,E169,Electronics,V001,Vendor A,213.67,5,1068.35
10312,2022-01-17,C1098,P207,Pharma,V001,Vendor A,49.86,2,99.72
10313,2022-01-17,C1084,P290,Pharma,V004,Vendor D,71.52,4,286.08
10314,2022-01-18,C1052,P205,Pharma,V002,Vendor B,38.49,3,115.47
10315,2022-01-18,C1066,E169,Electronics,V004,Vendor D,358.27,1,358.27
10316,2022-01-18,C1080,E138,Electronics,V001,Vendor A,212.49,1,212.49
10317,2022-01-18,C1026,E169,Electronics,V002,Vendor B,233.36,2,466.72
10318,2022-01-18,C1036,P207,Pharma,V004,Vendor D,39.45,3,118.35
10319,2022-01-18,C1015,E179,Electronics,V002,Vendor B,480.54,5,2402.7
10320,2022-01-18,C1090,P261,Pharma,V003,Vendor C,21.04,1,21.04
10321,2022-01-18,C1070,E179,Electronics,V004,Vendor D,159.29,5,796.45
10322,2022-01-18,C1011,P261,Pharma,V001,Vendor A,66.64,4,266.56
10323,2022-01-18,C1059,P205,Pharma,V002,Vendor B,91.41,5,457.05
10324,2022-01-18,C1063,E169,Electronics,V003,Vendor C,267.55,2,535.1
10325,2022-01-18,C1053,P207,Pharma,V004,Vendor D,67.22,4,268.88
10326,2022-01-18,C1031,E138,Electronics,V002,Vendor B,368.45,1,368.45
10327,2022-01-18,C1049,P261,Pharma,V002,Vendor B,88.89,3,266.67
10328,2022-01-18,C1008,E169,Electronics,V004,Vendor D,491.09,4,1964.36
10329,2022-01-18,C1043,P290,Pharma,V003,Vendor C,89.48,3,268.44
10330,2022-01-18,C1000,P255,Pharma,V003,Vendor C,58.78,1,58.78
10331,2022-01-18,C1075,P290,Pharma,V004,Vendor D,63.33,5,316.65
10332,2022-01-18,C1019,P207,Pharma,V004,Vendor D,40.63,3,121.89
10333,2022-01-19,C1044,E169,Electronics,V004,Vendor D,210.09,5,1050.45
10334,2022-01-19,C1058,P255,Pharma,V002,Vendor B,85.81,5,429.05
10335,2022-01-19,C1089,P261,Pharma,V004,Vendor D,66.12,2,132.24
10336,2022-01-19,C1029,P207,Pharma,V001,Vendor A,52.42,2,104.84
10337,2022-01-19,C1040,E138,Electronics,V004,Vendor D,222.25,2,444.5
